seed,pattern,structure,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions,example_1,example_2,example_3
942,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B→B→C→C→A,21,6,34,"[6, 38, 52, 98, 112, 158, 172, 218, 232, 278]",motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2,motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2
943,motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3,A→A→B→B→C→C→D→D→C→C→A→A→B→B→D→D→C→C→B→B→A,21,0,3,"[0, 66, 136]",motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3,motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3,motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_3
944,motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→B→B→A,21,10,29,"[10, 30, 50, 70, 90, 110, 130, 150, 230, 250]",motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_5→motive_5→motive_1
945,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1,A→A→B→B→C→C→B→B→A→A→C→C→B→B→D→D→C→C→B→B→A,21,4,6,"[4, 50, 150, 250, 332, 550]",motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1,motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_1
946,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,4,210,"[4, 6, 8, 10, 12, 14, 16, 18, 20, 22]",motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5
947,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→E→E→D→D→B→B→C→C→B→B→C→C→A,21,4,2,"[4, 24]",motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_1,motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_1,
948,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A,21,2,12,"[2, 4, 6, 8, 10, 12, 14, 16, 18, 20]",motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5,motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2
949,motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8,A→A→B→B→A→A→C→C→D→D→E→E→B→B→A→A→C→C→D→D→E,21,2,2,"[2, 162]",motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_8,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_2,
950,motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7,A→A→B→B→C→C→D→D→A→A→B→B→D→D→C→C→A→A→B→B→D,21,8,34,"[8, 20, 44, 56, 80, 92, 116, 128, 152, 164]",motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7,motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6,motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7
951,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B,21,0,44,"[0, 22, 40, 60, 80, 100, 118, 136, 158, 176]",motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6,motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_6
952,motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→A→A→B,21,24,6,"[24, 254, 350, 388, 444, 486]",motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1,motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4,motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4
953,motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1,A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C,21,0,7,"[0, 80, 238, 412, 574, 748, 926]",motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5
954,motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8,A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→B→B→C→C→A,21,2,18,"[2, 16, 44, 58, 72, 86, 100, 114, 142, 170]",motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8,motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8,motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8
955,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6,A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→E→E→A→A→G,21,0,2,"[0, 32]",motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_6,
956,motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_2,A→A→B→B→C→C→D→D→B→B→D→D→B→B→C→C→B→B→D→D→A,21,0,2,"[0, 212]",motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_2,motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_2,
957,motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_2,A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→C→C→D,21,2,12,"[2, 36, 58, 80, 102, 134, 156, 178, 222, 292]",motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_2,motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2,motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_2
958,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5,A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→B→B→C→C→D,21,0,38,"[0, 14, 28, 42, 56, 70, 84, 98, 112, 126]",motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_5
959,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→B,21,8,70,"[8, 22, 36, 50, 64, 78, 92, 106, 120, 134]",motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4
960,motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1,A→A→B→B→A→A→C→C→D→D→C→C→A→A→B→B→A→A→C→C→D,21,8,4,"[8, 14, 38, 44]",motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1,motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2,motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_1
961,motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,0,277,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18]",motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1,motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8,motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6
962,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A,21,18,3,"[18, 28, 152]",motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5,motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5
963,motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5,A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B,21,6,4,"[6, 182, 250, 318]",motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5,motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5,motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_4→motive_4→motive_6→motive_6→motive_5
964,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_7,A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→E→E→A→A→C,21,6,2,"[6, 46]",motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_7,motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_7,
965,motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6,A→A→B→B→A→A→B→B→C→C→B→B→D→D→A→A→B→B→C→C→B,21,26,2,"[26, 350]",motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6,motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_6,
966,motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_6,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→B,21,4,3,"[4, 318, 378]",motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_6,motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_6,motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_6
967,motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8,A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→A→A→B,21,8,2,"[8, 172]",motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8,motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_5→motive_5→motive_8,
968,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8,A→A→B→B→A→A→C→C→D→D→C→C→D→D→A→A→B→B→C→C→A,21,4,13,"[4, 28, 66, 104, 142, 180, 218, 256, 294, 332]",motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_8,motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6,motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6
969,motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B,21,8,340,"[8, 10, 12, 14, 16, 18, 20, 22, 24, 26]",motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6,motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3,motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_4
970,motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7,A→A→B→B→C→C→D→D→C→C→B→B→D→D→C→C→D→D→B→B→C,21,2,10,"[2, 120, 394, 442, 490, 538, 586, 634, 682, 730]",motive_6→motive_6→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7,motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7,motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7
