seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
613,motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_2,21,2,2,"[2, 64]"
614,motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,21,38,9,"[38, 56, 74, 92, 110, 128, 146, 164, 182]"
615,motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7,21,22,2,"[22, 114]"
616,motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_1,21,8,6,"[8, 14, 20, 26, 32, 38]"
617,motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_5,21,6,6,"[6, 28, 78, 128, 200, 250]"
618,motive_7→motive_7→motive_4→motive_4→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_4→motive_4→motive_7,21,6,2,"[6, 112]"
619,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_4,21,4,2,"[4, 156]"
620,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3,21,0,17,"[0, 6, 76, 82, 88, 94, 100, 158, 164, 170]"
621,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_5,21,30,12,"[30, 48, 66, 84, 102, 134, 152, 184, 202, 220]"
622,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5,21,10,2,"[10, 70]"
623,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3,21,70,2,"[70, 236]"
624,motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_1→motive_1→motive_2,21,0,3,"[0, 52, 104]"
625,motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_6,21,30,7,"[30, 80, 88, 230, 260, 268, 276]"
626,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,21,2,106,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
627,motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_2,21,6,5,"[6, 50, 94, 186, 254]"
628,motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_1→motive_1→motive_2,21,48,2,"[48, 128]"
629,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,21,2,245,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38]"
630,motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_7,21,20,28,"[20, 52, 64, 76, 88, 100, 132, 144, 156, 188]"
631,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_6,21,10,3,"[10, 168, 224]"
632,motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4,21,2,2,"[2, 178]"
633,motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_2,21,12,2,"[12, 28]"
634,motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5,21,4,6,"[4, 30, 36, 42, 68, 74]"
635,motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2,21,6,10,"[6, 40, 74, 108, 170, 204, 238, 272, 306, 340]"
636,motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4,21,4,5,"[4, 106, 204, 270, 368]"
637,motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1,21,38,4,"[38, 152, 190, 228]"
638,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1→motive_5,21,28,14,"[28, 50, 72, 94, 116, 138, 160, 182, 204, 226]"
639,motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2→motive_2→motive_1,21,8,60,"[8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
640,motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_6,21,32,3,"[32, 128, 224]"
641,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_5,21,76,2,"[76, 150]"
642,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_3,21,16,24,"[16, 30, 44, 58, 72, 86, 100, 114, 128, 142]"
643,motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_4→motive_4→motive_7,21,16,6,"[16, 68, 120, 172, 224, 262]"
644,motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_4→motive_4→motive_2→motive_2→motive_8,21,8,138,"[8, 14, 20, 26, 32, 38, 44, 50, 56, 62]"
645,motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5,21,2,8,"[2, 72, 86, 198, 212, 226, 240, 296]"
646,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_8→motive_8→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1,21,14,2,"[14, 320]"
647,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_1,21,22,14,"[22, 38, 54, 70, 86, 102, 118, 134, 150, 166]"
648,motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_7,21,4,16,"[4, 18, 32, 46, 60, 74, 88, 102, 116, 172]"
649,motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6,21,0,245,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
650,motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_4,21,0,2,"[0, 114]"
651,motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_3,21,6,2,"[6, 54]"
652,motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_2→motive_2→motive_4,21,0,5,"[0, 130, 172, 316, 358]"
653,motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7,21,0,2,"[0, 226]"
654,motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1,21,6,2,"[6, 242]"
655,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_3,21,8,16,"[8, 32, 56, 80, 104, 128, 152, 176, 200, 224]"
656,motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6→motive_6→motive_8→motive_8→motive_7,21,18,2,"[18, 66]"
657,motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_5,21,2,2,"[2, 160]"
658,motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3,20,110,2,"[110, 180]"
659,motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_4→motive_4→motive_5,21,0,6,"[0, 48, 60, 176, 188, 200]"
660,motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_7,21,6,7,"[6, 66, 72, 134, 140, 232, 238]"
661,motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_3,21,28,34,"[28, 34, 40, 46, 52, 74, 80, 86, 92, 98]"
662,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2,21,2,18,"[2, 16, 30, 44, 58, 76, 90, 104, 118, 132]"
663,motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_3,21,0,6,"[0, 110, 192, 404, 454, 788]"
664,motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_8,21,2,6,"[2, 74, 110, 326, 614, 686]"
665,motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_8→motive_8→motive_2→motive_2→motive_5,21,12,3,"[12, 92, 184]"
666,motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8,21,0,6,"[0, 24, 108, 170, 242, 304]"
667,motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_2,21,0,6,"[0, 38, 80, 122, 156, 194]"
668,motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_8→motive_8→motive_2→motive_2→motive_3,21,0,4,"[0, 54, 136, 218]"
669,motive_2→motive_2→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_8,21,8,3,"[8, 134, 176]"
670,motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_3,21,10,242,"[10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
671,motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1,21,12,13,"[12, 18, 168, 190, 196, 202, 224, 268, 274, 296]"
672,motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_2,21,64,2,"[64, 206]"
673,motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7→motive_5→motive_5→motive_1,21,0,97,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
674,motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3,14,8,2,"[8, 20]"
675,motive_4→motive_4→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_6,21,58,2,"[58, 286]"
676,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_7,21,6,7,"[6, 230, 342, 454, 624, 678, 902]"
