seed,pattern,pattern_length,first_occurrence_step,num_occurrences,occurrence_positions
726,motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_5→motive_5→motive_6,21,26,18,"[26, 42, 58, 74, 90, 106, 122, 138, 154, 170]"
727,motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_3,21,10,3,"[10, 136, 262]"
728,motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_7→motive_7→motive_5→motive_5→motive_1→motive_1→motive_7→motive_7,14,14,2,"[14, 56]"
729,motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_7,21,14,2,"[14, 100]"
730,motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6,21,4,34,"[4, 14, 24, 34, 44, 54, 64, 74, 84, 94]"
731,motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_5,21,10,72,"[10, 16, 22, 28, 34, 40, 46, 52, 58, 64]"
732,motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4,21,8,34,"[8, 18, 28, 38, 48, 58, 68, 78, 88, 98]"
733,motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1,21,0,62,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
734,motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4,21,4,137,"[4, 10, 16, 22, 28, 34, 40, 46, 52, 58]"
735,motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_8,21,12,2,"[12, 184]"
736,motive_8→motive_8→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_8→motive_8→motive_1,21,0,2,"[0, 32]"
737,motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_1,21,32,2,"[32, 168]"
738,motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_6,21,2,3,"[2, 40, 148]"
739,motive_8→motive_8→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_7,21,16,8,"[16, 40, 76, 100, 124, 160, 184, 208]"
740,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3,21,42,10,"[42, 56, 94, 108, 122, 160, 174, 212, 226, 240]"
741,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_7→motive_7→motive_4,21,2,6,"[2, 76, 164, 252, 340, 414]"
742,motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_4,21,12,57,"[12, 18, 24, 30, 36, 42, 48, 54, 60, 66]"
743,motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_4→motive_4→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_5,21,22,4,"[22, 98, 132, 170]"
744,motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3,21,28,9,"[28, 48, 68, 88, 128, 148, 168, 188, 208]"
745,motive_6→motive_6→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_2→motive_2→motive_7,21,18,2,"[18, 158]"
746,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_4→motive_4→motive_8→motive_8→motive_2,21,20,11,"[20, 40, 60, 80, 100, 120, 140, 160, 208, 228]"
747,motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5,21,14,29,"[14, 28, 42, 56, 70, 84, 98, 112, 126, 140]"
748,motive_6→motive_6→motive_8→motive_8→motive_1→motive_1→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_1,21,4,2,"[4, 104]"
749,motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_3,21,12,10,"[12, 34, 68, 102, 136, 170, 204, 238, 272, 306]"
750,motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_8→motive_8→motive_7→motive_7→motive_3,21,36,3,"[36, 176, 234]"
751,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_7,21,36,3,"[36, 114, 192]"
752,motive_5→motive_5→motive_3→motive_3→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_2→motive_2→motive_5→motive_5→motive_3,21,2,7,"[2, 32, 62, 92, 178, 208, 238]"
753,motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3,21,0,2,"[0, 278]"
754,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4→motive_4→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_4,21,14,6,"[14, 50, 86, 122, 158, 194]"
755,motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_2,21,30,2,"[30, 42]"
756,motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_4,21,6,2,"[6, 244]"
757,motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_8→motive_8→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5,21,26,2,"[26, 170]"
758,motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1,21,2,97,"[2, 8, 14, 20, 26, 32, 38, 44, 50, 56]"
759,motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_6→motive_6→motive_4,21,0,8,"[0, 78, 88, 98, 152, 176, 186, 196]"
760,motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4,21,6,104,"[6, 10, 14, 18, 22, 26, 30, 34, 38, 42]"
761,motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_4→motive_4→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_7→motive_7→motive_8→motive_8→motive_7,21,30,2,"[30, 168]"
762,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1,21,10,8,"[10, 40, 70, 100, 130, 160, 190, 220]"
763,motive_7→motive_7→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_2→motive_2→motive_5,21,16,7,"[16, 44, 78, 112, 152, 192, 226]"
764,motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_4→motive_4→motive_8,21,0,2,"[0, 128]"
765,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,21,0,72,"[0, 4, 8, 12, 16, 20, 24, 28, 32, 36]"
766,motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_5→motive_5→motive_7→motive_7→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_5,21,22,2,"[22, 302]"
767,motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,21,8,27,"[8, 22, 36, 50, 64, 78, 92, 106, 120, 134]"
768,motive_6→motive_6→motive_3→motive_3→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_6→motive_6→motive_4,21,48,2,"[48, 216]"
769,motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_4,21,2,18,"[2, 14, 26, 38, 50, 62, 74, 86, 98, 110]"
770,motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_5,21,4,56,"[4, 14, 24, 34, 44, 54, 64, 74, 84, 94]"
771,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_7→motive_7→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_7,21,64,17,"[64, 78, 92, 106, 120, 134, 148, 162, 176, 190]"
772,motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_2,21,2,2,"[2, 226]"
773,motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_8→motive_8→motive_4,21,0,4,"[0, 30, 254, 300]"
774,motive_6→motive_6→motive_5→motive_5→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_7→motive_7→motive_6,21,16,2,"[16, 72]"
775,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_3→motive_3→motive_8→motive_8→motive_5,21,8,4,"[8, 98, 188, 278]"
776,motive_8→motive_8→motive_4→motive_4→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_8,21,4,2,"[4, 82]"
777,motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_1→motive_1→motive_2,21,4,4,"[4, 66, 128, 190]"
778,motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_5,21,16,5,"[16, 90, 174, 258, 342]"
779,motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_3→motive_3→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_8→motive_8→motive_5→motive_5→motive_3,21,2,4,"[2, 68, 134, 274]"
780,motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_6,21,2,24,"[2, 12, 22, 64, 138, 206, 248, 258, 268, 278]"
781,motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_8→motive_8→motive_7→motive_7→motive_6,21,48,5,"[48, 90, 132, 174, 216]"
782,motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1,21,8,60,"[8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
783,motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_2→motive_2→motive_4,21,4,2,"[4, 32]"
784,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_6→motive_6→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_2,21,4,3,"[4, 20, 36]"
785,motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_4→motive_4→motive_5,21,22,3,"[22, 90, 190]"
786,motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_5→motive_5→motive_6→motive_6→motive_1,21,2,4,"[2, 120, 236, 288]"
787,motive_5→motive_5→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_8,21,6,4,"[6, 52, 136, 182]"
788,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_5,21,80,7,"[80, 92, 122, 134, 146, 176, 188]"
789,motive_5→motive_5→motive_2→motive_2→motive_8→motive_8→motive_6→motive_6→motive_5→motive_5→motive_2→motive_2→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_2→motive_2→motive_8,21,0,5,"[0, 36, 234, 288, 324]"
790,motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_7,21,30,2,"[30, 300]"
791,motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_3,21,2,2,"[2, 124]"
792,motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6→motive_6→motive_2→motive_2→motive_6,21,4,120,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
793,motive_8→motive_8→motive_3→motive_3→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_3→motive_3→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_7,21,6,3,"[6, 28, 124]"
794,motive_3→motive_3→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_6→motive_6→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_6,21,6,2,"[6, 244]"
795,motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_6→motive_6→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_2,21,30,2,"[30, 92]"
796,motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_4→motive_4→motive_1→motive_1,20,28,2,"[28, 152]"
797,motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_4,21,12,3,"[12, 72, 132]"
798,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_5→motive_5→motive_7,21,2,14,"[2, 36, 70, 104, 138, 172, 206, 240, 274, 308]"
799,motive_5→motive_5→motive_6→motive_6→motive_4→motive_4→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6→motive_6→motive_8→motive_8→motive_5→motive_5→motive_6,21,8,3,"[8, 146, 274]"
800,motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_3→motive_3→motive_2→motive_2→motive_8→motive_8→motive_3,21,0,60,"[0, 6, 12, 18, 24, 30, 36, 42, 48, 54]"
801,motive_3→motive_3→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_5→motive_5→motive_3,21,22,2,"[22, 372]"
802,motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_7→motive_7→motive_8,21,0,26,"[0, 4, 30, 34, 38, 64, 68, 72, 76, 102]"
803,motive_3→motive_3→motive_6→motive_6→motive_2→motive_2→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_6→motive_6→motive_3,21,0,6,"[0, 64, 184, 216, 248, 280]"
804,motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7,21,6,13,"[6, 28, 50, 72, 94, 116, 138, 160, 182, 204]"
805,motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_6→motive_6→motive_4→motive_4→motive_6→motive_6→motive_4→motive_4→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_6,21,6,2,"[6, 74]"
806,motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_8→motive_8→motive_3→motive_3→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_1,21,54,2,"[54, 128]"
807,motive_1→motive_1→motive_7→motive_7→motive_2→motive_2→motive_1→motive_1→motive_4→motive_4→motive_7→motive_7→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_1→motive_1→motive_2,21,6,3,"[6, 176, 204]"
808,motive_3→motive_3→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_1,21,18,2,"[18, 194]"
809,motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_3→motive_3→motive_7→motive_7→motive_4→motive_4→motive_6→motive_6→motive_3,21,14,20,"[14, 22, 30, 38, 46, 54, 62, 70, 78, 86]"
810,motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_5→motive_5→motive_2→motive_2→motive_1→motive_1→motive_6→motive_6→motive_2→motive_2→motive_1,21,24,19,"[24, 42, 60, 78, 96, 114, 132, 150, 168, 186]"
811,motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3→motive_3→motive_2→motive_2→motive_3,21,6,84,"[6, 10, 14, 18, 22, 26, 30, 34, 38, 42]"
812,motive_4→motive_4→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3→motive_3→motive_1→motive_1→motive_3→motive_3→motive_1→motive_1→motive_4→motive_4→motive_3,21,2,11,"[2, 34, 66, 98, 130, 162, 226, 268, 300, 332]"
813,motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_2→motive_2→motive_3→motive_3→motive_5→motive_5→motive_8→motive_8→motive_4→motive_4→motive_5→motive_5→motive_3→motive_3→motive_2,21,28,2,"[28, 232]"
814,motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_6→motive_6→motive_5→motive_5→motive_6→motive_6→motive_5→motive_5→motive_1→motive_1→motive_2→motive_2→motive_6→motive_6→motive_5,21,0,11,"[0, 18, 40, 62, 80, 102, 124, 164, 186, 226]"
815,motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_8→motive_8→motive_1→motive_1→motive_2,21,42,14,"[42, 52, 88, 98, 124, 134, 160, 170, 196, 206]"
816,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_6→motive_6→motive_4→motive_4→motive_3→motive_3→motive_8→motive_8→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,21,22,11,"[22, 50, 78, 106, 134, 162, 190, 218, 246, 274]"
817,motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_8→motive_8→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_8,21,44,8,"[44, 72, 100, 128, 156, 184, 212, 240]"
818,motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_8→motive_8→motive_6→motive_6→motive_1→motive_1→motive_7,21,2,3,"[2, 44, 128]"
819,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_3→motive_3→motive_7→motive_7→motive_2→motive_2→motive_7,21,2,33,"[2, 48, 64, 80, 106, 122, 152, 188, 204, 230]"
820,motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_7→motive_7→motive_3→motive_3→motive_5→motive_5→motive_3,21,0,15,"[0, 18, 50, 82, 114, 146, 178, 210, 242, 274]"
821,motive_7→motive_7→motive_6→motive_6→motive_3→motive_3→motive_1→motive_1→motive_6→motive_6→motive_7→motive_7→motive_3→motive_3→motive_6→motive_6→motive_1→motive_1→motive_7→motive_7→motive_4,21,18,2,"[18, 218]"
822,motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3→motive_3→motive_4→motive_4→motive_3,21,4,119,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 40]"
823,motive_7→motive_7→motive_8→motive_8→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_8→motive_8→motive_7→motive_7→motive_1→motive_1→motive_4→motive_4→motive_8→motive_8→motive_7,21,28,2,"[28, 290]"
824,motive_2→motive_2→motive_8→motive_8→motive_2→motive_2→motive_7→motive_7→motive_5→motive_5→motive_3→motive_3→motive_5→motive_5→motive_4→motive_4→motive_3→motive_3→motive_5→motive_5→motive_7,21,40,3,"[40, 62, 84]"
825,motive_1→motive_1→motive_5→motive_5→motive_7→motive_7→motive_1→motive_1→motive_7→motive_7→motive_1→motive_1→motive_5→motive_5→motive_4→motive_4→motive_5→motive_5→motive_1→motive_1→motive_7,21,12,3,"[12, 108, 210]"
826,motive_4→motive_4→motive_7→motive_7→motive_2→motive_2→motive_4→motive_4→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7→motive_7→motive_4→motive_4→motive_2→motive_2→motive_7,21,4,3,"[4, 160, 376]"
827,motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_1→motive_1→motive_7→motive_7→motive_3,21,18,3,"[18, 186, 210]"
828,motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_3→motive_3→motive_2→motive_2→motive_7→motive_7→motive_2→motive_2→motive_7→motive_7→motive_2,21,14,30,"[14, 28, 42, 56, 70, 84, 98, 112, 126, 140]"
829,motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5→motive_5→motive_8→motive_8→motive_5,21,2,66,"[2, 6, 10, 14, 18, 22, 26, 30, 56, 60]"
830,motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_2→motive_2→motive_6→motive_6→motive_7→motive_7→motive_6→motive_6→motive_7→motive_7→motive_2,21,0,5,"[0, 24, 48, 216, 240]"
